Abdirahman Frid     19 
Bengt Pålsson       15 
Omar Andersson-Peter4  
Rose-Marie Lindgren 13 
Josef Nielsen       13 
Mari Nyström-Ljung  4  
Carl Andersson      10 
Kim Gustavsson      4  
Siri Eklund Johansso20 
Anette Bohman       10 
Siri Hansson        19
Bengt Skoglund      2  
Bertil Johansson    7  
Alice Sandström     12 
Kjell Göransson     12 
Leia Eriksson       16 
Karin Bergqvist     2  
Morgan Andersson    7  
Katharina Lundqvist 19 
Peter Björkman      1  
Kristina Mohamud-Ott8
Benjamin Hjort      7  
Per Mattsson        5  
Ingemar Blom        10 
Wilma Nilsson       2  
Katarina Moberg     5  
Christina Höglund   8  
Kim Nilsson         7  
Natanael Andersson  13 
Svante Johansson    3  
Martin Eklund       1
Benjamin Johansson  10 
Tindra Gustafsson   3  
Anna-Lena Karlsson  14 
Maria Andersson     14 
Jan Nilsson         3  
Felix Nilsson       16 
Elin Einarsson      9  
Alexander Forsberg  17 
Anna Fredriksson    12 
Ellinor Petersson Be15
Benjamin Jonsson    5  
Julia Nordin-Svensso9  
Thomas Chen         20 
Caroline Nilsson Jan7  
Bo Nilsson Olsson   17 
Yvonne Moberg       2  
Maja Jansson        17 
Jeanette Andersson  1  
Axel Eliasson       4  
Ola Olsson-Andersson20
Berit Larsson       16 
Margareta Johnsson  3  
Ann-Mari Strömberg  4  
Roger Hagman        20 
Yvonne Håkansson    18 
Erik Andersson      12 
Nadia Strömberg     15 
Olof Höglund        1  
Jan Andersson       17 
Torsten Holmberg    7
Berit Nilsson       4  
Mikael Johansson    19 
Mats Axelsson       8  
Victor Fransson     4  
Philip Pettersson Må13 
Sofia Johansson     17 
Lars-Åke Nilsson    19 
Thore Mattsson      5  
Robert Sandell      13 
Gabriella Henriksson19
Berit Sandberg      14 
Alexander Eriksson  5  
Ida Chen            5  
Ingrid Andersson    18 
Olof Berglund       15 
Åsa Andersson       10 
Maria Nilsson       3  
Hilda Eriksson      9  
Marie Forsberg      0  
Erik Nilsson        10
Berndt Lind Johansso8  
Carolin Osman       11 
Karl Holm Nilsson   12 
Sara Fredriksson    14 
Marianne Strandberg 20 
Bengt Wikström Alexa12 
Per Jonasson        11 
Jonatan Nyman       15 
Kristina Wennberg   5  
Margareta Falk      1
Bernhard Johansson  12 
Elisabeth Larsson   19 
Tristan Pettersson B3  
David Nord          0  
Lena Lindholm Öberg 3  
Christer Karlsson An19 
Mikael Samuelsson   1  
Karl Carlsson Petter9  
Olof Eriksson       9  
Mikaela Nordin      7
Bernt Holmqvist     16 
Lars Engberg-Larsson5  
Lovis Chen          16 
Ingemar Roos        10 
Hanna Eriksson      10 
Maria Söderlund     15 
Johanna Lindkvist   10 
Anna Jansson        7  
Anita Almqvist      15 
Jan Melin           14
Bert Eriksson       5  
Bo Bergström-Bengtss20 
Mona Andersson Ottos19 
Robin Dahlqvist     6  
Eric Liljegren      15 
Fredrik Ekström     10 
Liam Hedlund        20 
Ingrid Johansson    11 
Birgitta Holmgren   18 
Anders Andrén Lindkv12
Bert Lindberg       2  
Axel Franzén        18 
Lily Ingvarsson     8  
Britt-Marie Svensson10 
Valdemar Berg       17 
Karin Eriksson      1  
Wilma Olofsson      5  
Adrian Larsson      13 
Torbjörn Ahmad      0  
Helena Johansson    14
Bertil Josefsson    20 
Maria Ottosson      11 
Robert Olsson       16 
Ted Hellberg-Haralds1  
Björn Ljungberg     20 
Mariana Jansson     14 
Rickard Edström     8  
Caroline Nilsson-Ado4  
Sofia Strandberg Ols9  
Helena Hägglund     4
Bertil Mårtensson Sö1  
Theresia Åberg      13 
Mattias Lindblom    17 
Maja Svensson       7  
Rasmus Karlsson     7  
Vilhelm Engman      3  
Ewa Magnusson       3  
Nova Johansson      11 
Per Persson         9  
Karin Johansson     16
Bertil Nilsson      14 
Teresa Lindmark Hann11 
Olof Henriksson     14 
Nora Söderberg-Sjögr20 
Bertil Rosengren    10 
Eva Nilsson         11 
Pia Nilsson         12 
Emilia Söderström   20 
Milton Sundqvist    7  
Anne Nielsen        18
Bertil Strand       6  
Nathalie Söderberg  14 
Håkan Melin         7  
Carolina Jansson-Joh0  
Erik Andersson      15 
Erik Gustafsson     16 
Peter Nyman         16 
Ingemar Abrahamsson 15 
Monika Gustafsson   7  
Sonja Danielsson    8
Bertil Wallin       3  
Ove Karlsson        1  
Susanne Olofsson    11 
Margaretha Lundgren 16 
Anna Larsson Dahlin 8  
Micael Jeppsson     10 
Sixten Hassan-Petter17 
Hannah Larsson      12 
Gunilla Nyman       15 
Knut Edlund         12
Bianca Ibrahim-Wang 13 
Ann-Marie Månsson-Wa20 
Gunnar Sjögren      20 
Anders Henriksson   3  
Simon Lundgren      17 
Ellen Eriksson      2  
Nicole Pettersson   10 
Christian Andersson 8  
Tomasz Henriksson   2  
Jennifer Magnusson  1
Billy Eriksson      0  
Anita Lindell       8  
Sigurd Johansson-Eri20 
Hans Sjöholm        13 
Tobias Danielsson   4  
Liv Svensson        9  
Ingvar Bergdahl     10 
Kristoffer Åkerlund 13 
Ellen Johansson     9  
Erik Andersson      19
Birger Ljungberg    20 
Birgit Petersson    0  
Lilian Malmberg     2  
Allan Dahlén Bergstr19 
Bertil Ismail       18 
Albert Larsson      3  
Del Håkansson       10 
Carina Wallin       12 
Lilly Dahlén        12 
Jennifer Olsson     14
Birgitta Andersson  7  
Göran Forsgren-Jonas19 
Daniella Jansson    15 
Gustav Nordlund     20 
Henrik Wang         3  
Alexandra Karlsson  17 
Lovisa Johansson    15 
Roger Larsson-Roth  4  
Kerstin Hultman-Pers0  
Kristina Pettersson 19
Birgitta Berg Johans6  
Maria Falk Stenberg 5  
Frida Petersson     16 
Margareta Levin Lind16 
Märta Karlström     9  
Karl Norman         3  
Sebastian Berglund  18 
Matteo Lind         11 
Kristina Johansson-O13 
Karin Andersson     14
Birgitta Blomqvist  13 
Marie Nyberg-Gustafs3  
Nova Friberg        17 
Carl Johansson      13 
Wilma Berglund-Svahn19 
Stefan Eriksson     15 
Elin Nyström        4  
Karl Malmqvist Lindb10 
Olga Sjöstrand      4  
Nancy Andreasson    6
Birgitta Dahlström  1  
Eddie Karlsson      12 
Sigge Andersson     6  
Ahmad Nygren        10 
Mattias Bergman     7  
Pia Persson         18 
Therése Eriksson    14 
Maj-Lis Nilsson     12 
Natalie Andrén-Larss4  
Ester Svensson Eriks14
Birgitta Eriksson   15 
Stina Johansson Joha12 
Eva Petersson       4  
Elisabeth Ekman     19 
Elisabeth Emanuelsso8  
Maria Ekberg        2  
Lovis Ibrahim       16 
Rune Söderlund      3  
Arne Ström          20 
Birgitta Karlsson   6
Birgitta Eriksson-Da19 
Anton Persson       18 
Margaretha Hansson  18 
Isac Svensson Nyland5  
Elisabeth Hansson Ma15 
Leonardo Eriksson   4  
Andreas Jakobsson   9  
Moa Eriksson        0  
Leif Svensson       11 
Maria Andersson     11
Birgitta Gabrielsson4  
Freja Holmqvist     18 
Thomas Olsson       13 
Wilhelm Claesson    13 
Linda Carlberg      9  
Samuel Eriksson     16 
Knut Ljung-Bergqvist12 
Nils Törnqvist      4  
Kenneth Nilsson     12 
Leon Sundin         1
Birgitta Gustafsson 3  
Ing-Marie Bergström 7  
Filippa Larsson     8  
Margareta Karlsson  6  
Jacob Ek            1  
Elizabeth Sundberg  2  
Johan Persson       19 
Gustav Frank        0  
Maria Ismail        15 
Ingegerd Petersson  7
Birgitta Johansson  17 
Paulina Westerberg  6  
Erica Johansson Hell3  
Leif Nyström        16 
Helene Carlsson     15 
Paul Sundberg       7  
Maria Axelsson      1  
Olle Henriksson     18 
Maria Andersson     9  
Daniel Larsson      19
Birgitta Jonsson And12 
Irene Olsson        9  
John Said-Karlsson  6  
Maria Persson       20 
Lars Andersson      17 
Johanna Lindholm    8  
Berit Östman        6  
Eva Gustavsson      4  
Åke Nilsson Nyström 17 
Peter Pettersson    10
Birgitta Jönsson    12 
Ingela Karlsson     17 
Eva Karlsson        10 
Rickard Larsson     10 
Ruth Åström         19 
Maria Sandström     15 
Josefin Westman     8  
Karin Jacobsson-Joha8  
Fredric Nilsson     7  
Paulina Andersson   4
Birgitta Landin     6  
Mariann Ibrahim-Isak10 
Ahmed Jonsson       18 
Hannes Fransson     18 
Birgitta Johansson-B4  
Noah Mohamud-Bertils17 
Linda Jönsson       16 
Oliver Nilsson-Lindb7  
Agneta Söderberg    0  
Elin Lindström      5
Birgitta Malmberg   17 
Johanna Nyberg      16 
Björn Olsson        10 
Maria Blomgren      16 
Magnus Karlsson     12 
Magdalena Johansson 11 
Annika Bengtsson    9  
Britt Olofsson-Hjort13 
Desirée Gunnarsson  7  
Hilding Andersson   8
Birgitta Marklund   5  
Daniel Lindberg     16 
Leif Lindström      4  
Charlie Johansson   0  
Elvira Pålsson      18 
Karolina Andersson-J5  
Rudolf Gustavsson   13 
Vanja Söderlund     20 
Lisa Hussein        7  
Marcus Persson      15
Birgitta Mattsson   17 
Ellen Sköld Liu     18 
Tommy Ahlberg       10 
Raymond Lindström   15 
Stella Håkansson Kha18 
Elsa Löfgren-Åkerlun3  
Bo Ek               14 
Edith Eriksson      0  
Jasmine Simonsson   14 
Peter Nilsson       15
Birgitta Nordin     9  
Louise Andersson-And19 
Eva Karlsson        5  
Niklas Mohammed Moha0  
Daniella Nilsson    4  
Tim Knutsson        9  
Maria Lundin        16 
Oscar Paulsson      10 
Stefan Johnsson     18 
Jan Jansson         16
Birgitta Olsson     7  
Karl Karlsson       17 
Elise Jonsson       14 
Hussein Ali Hansson 12 
Lina Ali            20 
Daniel Bengtsson    8  
Ahmed Bengtsson Norm18 
Fredrik Fransson Sva16 
Emanuel Bergström   13 
Urban Pettersson    18
Birgitta Paulsson   18 
Lucas Jonsson       9  
Kerstin Hansson     5  
Lilly Hellgren      1  
Axel Andersson Ström19 
Malin Bengtsson     10 
Anna Andersson      7  
Oskar Persson       15 
Jacob Åberg         7  
Fredrik Svärd       12
Birgitta Petersson  7  
Kristina Andersson  20 
Oscar Broberg       0  
Jonathan Eriksson   14 
Maria Karlsson      17 
Marie Turesson      2  
Johannes Norén-Jönss11 
Axel Andersson      7  
Agnes Karlsson      12 
Jimmy Westerlund    10
Birgitta Samuelsson 3  
Kristoffer Omar     20 
Abdullah Sjöberg    5  
Lennart Söderlund-Su18 
Alma Söderholm Hanss15 
Peter Pettersson    17 
Oscar Landin        13 
Lisbet Arvidsson    11 
Ann-Sofie Eriksson-L5  
Jan Jonsson         0
Birgitta Sundqvist  1  
Ana Strandberg-Lundg18 
Astrid Andersson    4  
Jessica Pihl        9  
Henrik Bäck         0  
Stefan Linde Adolfss0  
Britt-Marie Karlsson2  
Leif Jonsson        10 
Jimmy Johansson     6  
Robin Hedström      18
Birgitta Törnqvist H2  
Emanuel Vallin      15 
Maria Johansson     15 
Vincent Knutsson-Abr19 
Hans Larsson Svensso8  
Maria Palm          6  
Ann-Christin Lundbla9  
Leif Persson Jarl   12 
Tore Vilhelmsson    4  
Alice Ivarsson      2
Birgitta Öhman      12 
Elena Berg          18 
Fredrik Johansson   2  
Marianne Alfredsson 13 
Samira Larsson-Sunds9  
Folke Melin Andersso17 
Erik Bergdahl-Ahmad 6  
Pontus Holgersson-Ol3  
Jonas Falk-Johansson4  
Sandra Lundin       12
Björn Ahmadi        6  
Eleonora Gustafsson 17 
Andreas Dahlqvist   6  
Jerker Magnusson-And2  
Alvin Mårtensson-San13 
Elinor Sandgren     3  
Marianne Karlsson   8  
Kristina Hansson Hed6  
Wilma Nilsson       20 
Kerstin Forsberg-Gus9
Björn Aronsson      12 
Barbro Edlund       2  
Isak Mustafa Ahmed  1  
Carl Magnusson      20 
Maria Sundell       9  
Leif Dahlgren       11 
Marie Holm Thulin   5  
Helena Olsson       7  
Lina Eriksson       11 
Lisbeth Nilsson-Grah13
Björn Högberg       8  
Johan Grahn         13 
Sven Hellgren       18 
Gabriella Haraldsson15 
Mikael Johansson    14 
Oscar Sköld         5  
Krister Karlsson    15 
Mikael Smith        9  
Jonathan Johansson  12 
Jan Fredriksson     19
Björn Jensen        3  
Emma Martinsson     7  
Veronica Jansson    9  
Astrid Norén        8  
Nils Engström       3  
Kerstin Karlsson-Str7  
Doris Bengtsson     9  
Petra Davidsson-Strö0  
Göte Sjöström       13 
Maria Storm-Svahn   6
Björn Johansson     15 
Anders Frid         16 
Magdalena Persson   9  
Elisabet Berglund   19 
Ingrid Karlsson     18 
Roland Lindvall Chri14 
Pia Isaksson        11 
Jakob Fredriksson   18 
Per Andersson       17 
Kristina Magnusson  8
Björn Karlsson      5  
Roger Persson       3  
Eric Nilsson        16 
Olle Svensson       12 
Olle Hult           14 
Lars Lindskog       18 
Maria Åberg         5  
Eva Holgersson      3  
Erik Nilsson Persson11 
Margaretha Ljung-And7
Björn Larsen        13 
Stina Söderberg     7  
Monica Sjöstrand    8  
Susanna Hjalmarsson 17 
Andreas Karlsson Hul11 
Lisbeth Kristiansson11 
Klas Hassan Rosén   6  
Alf Lundh           19 
Maj-Britt Eriksson  4  
André Lindgren-Broli0
Björn Magnusson     20 
Jennifer Andersson  4  
Anna Sjögren Åkesson11 
Per Jonsson         13 
Linnéa Andersson    20 
Hilding Malmström   7  
Michael Lindström Ho7  
Elisabeth Karlsson  5  
Ahmed Ali           3  
Olof Bohlin         1
Björn Nilsson       3  
Harry Persson       9  
Karl Blomgren       11 
Erik Mustafa-Johanss12 
Erik Svensson       20 
Gunnar Omar-Jonsson 0  
Hedvig Holmqvist    14 
Nils Granberg       7  
Klas Hedin          0  
David Dahlin        13
Björn Nordgren      17 
Luis Eklöf          10 
Carl Andersson      13 
Camilla Almgren     13 
Leif Sundin         1  
Moa Lantz           16 
John Karlsson       13 
Hanna Ismail        2  
Britt Möller        8  
Magdalena Hall      16
Björn Ottosson      2  
Samuel Olsson       15 
Sofie Karlsson      13 
Oscar Jonsson       1  
Mohammad Johansson  13 
Johanna Hellman     14 
Madeleine Dahlén    16 
Anders Said         1  
Mattias Andersson   1  
Maria Jansson       18
Björn Sjöström      6  
Kaarina Sundin      2  
Arne Lundström      9  
Bengt Bergstrand Pet7  
Victor Edin         11 
Elisabeth Öhman Björ8  
Ing-Britt Berg      11 
Ann-Charlott Westman1  
Linda Olsson        16 
Lovisa Lundell      12
Björn Strömberg-Lund5  
Sandra Persson      4  
Marianne Lundholm Jo0  
Elisabeth Johansson 13 
Mikael Andersson    4  
Nanna Nilsson       19 
Erika Persson       16 
Maria Westman       9  
Lars Nilsson-Westerb19 
Joakim Olofsson     10
Bo Andersson        16 
Lars Alfredsson     20 
Henry Larsson       0  
Gunnar Sjöberg      5  
Nathalie Sköld      16 
Erik Söderqvist Ande16 
Josefin Gustafsson  7  
Åke Bergström       16 
Alice Martinsson    9  
Josefina Werner     0
Bo Björkman         16 
Hilding Carlsson    8  
Leia Karlsson Olofss11 
Lars Svensson       16 
Ingrid Blomberg     14 
Rickard Hultgren Vil0  
Mats Henriksson     3  
Per Österberg       19 
Karolina Lundgren   15 
Ann Lindqvist       15
Bo Carlberg         5  
Maria Sköld         15 
Charlotte Englund   9  
Valdemar Persson    16 
Håkan Ekström-Karlss16 
Tobias Alm          8  
Vera Johansson      19 
Caroline Adolfsson  14 
Håkan Larsson       7  
Johan Henriksson    15
Bo Davidsson        12 
Stig Gustafsson     7  
Axel Sjöström       3  
Klara Hansson       7  
Jan Johannesson-Berg9  
Leif Andersson      6  
Björn Ström         16 
Gunilla Hägglund    6  
Elisabeth Petersson 15 
Maria Blomqvist     6
Bo Ekberg           0  
Gustav Hansson      8  
Birger Holm         14 
Anette Dahl         16 
Martina Andersson Pa9  
Helena Larsson      14 
Marianne Magnusson  19 
Christina Palmqvist 0  
Carola Hallberg     8  
Johanna Josefsson   18
Bo Fredriksson      1  
Dag Forslund        14 
Per Forsberg        16 
Åke Haglund Thorén  16 
Mattias Berglund    17 
Anette Norberg      20 
Per Dahlin          4  
Gösta Andreasson    19 
Diana Johansson     4  
Katarina Johansson  4
Bo Frid             1  
Nils Landström      16 
Eva Höglund         15 
Anna Henningsson Isa17 
Erik Andersson      12 
Anders Hägg         20 
Gabriel Boström     20 
Erik Lindström-Karls18 
Kerstin Wallgren    13 
Urban Hjelm         16
Bo Nilsson          3  
Daniel Eriksson     20 
Waldemar Lundgren   18 
Ove Niklasson-Ström 0  
Maria Hedin         8  
Anna Löfgren        4  
Linnéa Nordin       6  
Erik Eriksson       11 
Olof Storm          4  
Katarina Flink Svens12
Bo Olsson           4  
Sigrid Jansson-Hedlu9  
Erik Tran           12 
Olof Gustavsson     12 
Clara Jansson       15 
Kristian Granath    3  
Michael Olander     13 
Helena Holmström-Hed17 
Annika Nilsson      8  
Axel Eriksson Norrma6
Bo Oskarsson        0  
Maria Norén         17 
Muhammad Davidsson  4  
Carl Karlsson       6  
Julia Bergqvist     5  
Elvira Ljunggren    12 
Mats Nilsson        3  
Richard Nielsen Ljun20 
Jörgen Brandt       20 
Emma Ekholm Hellströ6
Bo Strandberg       9  
Harry Bolin Jakobsso11 
Göran Lindkvist     13 
Joanna Borgström    16 
Henrik Persson      6  
Eva Larsson         6  
Margit Svanberg     6  
Viking Jonsson Jepps11 
Bo Sundberg         17 
Mari Svensson-Söderg0
Bo Wallin Karlsson  8  
Sofia Olsson Fors   6  
Eva Turesson        20 
Lovisa Larsson      18 
Malin Sandström-Bäck20 
Rickard Ek          5  
Maria Ekholm        15 
Marie Karlström     17 
Louise Nilsson      17 
Bror Sandberg       9
Bodil Näslund       3  
Elsie Engström      3  
Erik Johansson      8  
Åke Sundström       18 
Alina Norberg Wallin12 
Nils Andersson      12 
Lars Henningsson    6  
Carolina Persson    15 
Bengt Modig         20 
Anna Lundmark       9
Brita Holmberg      18 
Linda Petersson     13 
Alva Ahlberg        5  
Björn Alexandersson 13 
Hugo Boman          4  
Einar Frank         10 
Maria Lundell Malmgr11 
Anders Borg         19 
Fanny Svensson      5  
Helena Berggren     6
Britt Englund       7  
Emil Blomberg       0  
Elisabet Dahlin-Öhma2  
Jan Mårtensson      6  
Irene Turesson      11 
Erik Granström      18 
Tommy Dahlberg      14 
Richard Hellström   17 
Sören Gustafsson-Joh0  
Ellen Lundgren      2
Britt Karlsson      5  
Anders Sundberg     12 
Anita Dahl          15 
Josefin Öberg-Bergst20 
Jonas Hassan        5  
Bertil Wallgren     5  
Vilhelm Schmidt-Pers6  
Anders Lindström    18 
Ann-Christin Friberg0  
Melwin Eriksson     14
Britt Krantz        3  
Ingrid Adolfsson    20 
Krister Lindström   8  
Anna Johansson      16 
Carl Magnusson      15 
Inge Robertsson     3  
Tore Aronsson       4  
Pernilla Petersson  4  
Karl Häggström      17 
Christofer Lundin   0
Britt Ljunggren-Åstr1  
Anneli Gustafsson   2  
Erik Ivarsson Franss16 
Stig Helgesson      10 
Tanja Lundqvist-Erik14 
Mary Dahlberg       12 
Björn Berglund      8  
Pernilla Hansen     9  
Irene Berntsson     1  
Karl Andersson      11
Britt-Marie Gustafss15 
Jenny Dahlgren      13 
Jenny Andersson     15 
Torbjörn Eklund     10 
Mattias Karlsson    0  
Anneli Sahlin       20 
Ibrahim Hagberg     11 
Anders Eriksson     10 
Mathilda Nilsson    8  
Henrik Friberg Nilss19
Britta Karlsson-Möll4  
Maj-Lis Eriksson    15 
Elisabeth Henriksson10 
Margareta Karlsson  9  
Stig Bäckman        13 
Annelie Sjöstedt    14 
Ragnar Olsson       9  
Leif Asp            5  
Linnéa Sjögren      4  
Elisabet Lind Anders7
Britta Lindberg     9  
Kristina Gunnarsson 18 
Malin Nyberg        0  
Michael Hansson     5  
Kerstin Kristensson 17 
Lilian Johansson    7  
Sofie Hedin         8  
Mikael Andersson    20 
Paul Olofsson       3  
Gustav Karlsson     17
Bror Jonasson       12 
Birgitta Nordberg   5  
Anton Andersson     2  
Kent Gustafsson     19 
Anna Sandberg       8  
Ingela Magnusson    4  
Nils Palmqvist Bengt11 
Eva Söderholm       20 
Karin Möller        3  
Robin Ibrahim       2
Bror Ståhl          19 
Ingemar Gustafsson  18 
Peter Lindberg      5  
Alexander Björk     15 
Conny Larsson-Bodin 8  
Peter Nilsson       13 
Roger Björkman      1  
Mira Nordin         13 
Sten Hasan          16 
Stella Jonsson      3
Börje Bylund        9  
Erik Bertilsson     6  
Rolf Lindberg Söderb2  
Morgan Johansson    2  
Charlotte Nilsson-Jo9  
Ann-Charlotte Anders19 
Viktor Söderström   2  
Klara Engberg       8  
Johan Nordström Blom7  
Maria Werner        3
Börje Holmqvist     16 
Ellen Berglund      16 
Emma Wallin         3  
Lisa Samuelsson     10 
Anja Andersson      3  
Åke Johansson       8  
Lars Erlandsson     16 
Viktoria Nyström Nyl13 
Kristina Niklasson O6  
Robert Nyman        8
Börje Melin         17 
Andreas Hansen      16 
Mira Hermansson Börj12 
Philip Hansson      0  
Erik Bergström      5  
Gustav Johansson    4  
Kristina Björklund  16 
Hussein Ottosson-Bäc11 
Herbert Öberg       10 
Ulf Nielsen         5
Cajsa Sandberg      1  
Wilma Bengtsson-Lind4  
Andréas Eriksson    0  
Carina Strand       4  
Erika Månsson       0  
Jan Kristiansson    1  
Per Lindgren        2  
Jan Karlsson Jansson1  
Louis Andersen      3  
Bella Berg Berntsson19
Camilla Håkansson   0  
Teresa Isaksson     8  
Britta Nilsson      11 
Kristina Nordin     5  
Sigurd Svensson     2  
Erik Andersson-Pette4  
Emanuel Johansson Bl20 
Paul Jakobsson Björk10 
Ulla-Britt Broman   2  
Elisabet Lindberg   7
Camilla Magnusson   18 
Benjamin Ekdahl     8  
Fanny Josefsson     13 
Rune Hansson        8  
Jan Axelsson        2  
Louise Eriksson     0  
Pia Lindström       8  
Ingmar Johansson    1  
Ernst Lind          19 
Angelica Lennartsson3
Camilla Olsen       9  
Emelie Blomkvist Jan7  
Erica Strömberg     18 
Ann-Marie Karlsson  19 
Ida Åkerlund        5  
Rolf Ivarsson       17 
Axel Petersson      1  
Eva Johansson       4  
Ana Sundström       7  
Siv Pettersson      17
Camilla Ottosson    8  
Carl Johansson      4  
Helena Fredriksson  5  
Emil Johansson-Skogl6  
Gerhard Danielsson  14 
Marko Sjöström      10 
Kristian Danielsson 6  
Jan Hagström        8  
Johannes Johnsson-Ol15 
Karl Hansson Anderss10
Camilla Sandell     12 
Emma Hansson        9  
Maria Molin         13 
Carolina Persson Nil13 
Anita Lundgren      1  
Theodor Hallberg-Lun5  
Maria Jonsson       18 
Marina Holm         0  
Christine Löfgren   0  
Sven Jönsson        8
Carina Andersson    10 
Lilian Hussein      18 
Jakob Petersson     19 
Olof Svensson       13 
Alfred Petersson    4  
Isak Kvist Lindström14 
Ida Johansson       8  
Olof Ali            13 
Gun Svensson        17 
Margareta Lundkvist 19
Carina Edlund Erikss6  
Ulla-Britt Lundin   2  
Kjell Svensson Holmg20 
Maria Larsson       6  
Vanja Lund Arvidsson17 
Leena Johansson     19 
Petra Holmgren      6  
Andreas Hansson     0  
Sven Andersson      13 
Lasse Lindberg      13
Carina Ekstrand     12 
Tomas Nyberg-Sundell7  
Kjell Hellberg      13 
Tommy Falk          12 
Laura Norberg       8  
Elisabeth Björk     6  
Renée Strid         0  
Birgitta Axelsson   0  
Rolf Andersson      8  
Ingrid Gustafsson   20
Carina Löfgren      11 
Erik Näslund        11 
Lise-Lott Engström B12 
Viking Danielsson   18 
Michelle Westerlund 1  
Gunnar Nilsson      12 
Östen Samuelsson    19 
Nils Olofsson       18 
Emilia Samuelsson   2  
Erik Eriksson       1
Carina Stenberg     17 
Elvira Eriksson Liu 10 
Ewa Oskarsson       3  
Louise Jonasson     14 
Jenny Lantz         19 
Gunnar Eriksson     9  
Maria Nilsson       13 
Bengt Liu           18 
Johannes Turesson   2  
Marianne Axelsson   2
Carl Ahmad          5  
Åke Lindkvist       5  
Viktor Nylander-Stee18 
Felix Larsson       13 
Anders Falk         14 
Göran Adolfsson Sten19 
Benjamin Nilsson Fli5  
Signe Nilsson       11 
Olov Mattsson Malm  10 
Gunnel Svensson     13
Carl Andersen       14 
Georg Jonsson       16 
Doris Danielsson Dan7  
Emanuel Karlsson-Häg18 
Carl Stark          12 
Olivia Rydberg Jonss19 
Britta Karlsson     5  
Ingemar Nilsson     19 
William Andersson-Bj6  
Louise Pettersson   10
Carl Andersson      16 
Axel Norlin         16 
Märta Adolfsson Clae18 
Monica Larsson      6  
Susanne Nilsson     15 
Lukas Blixt Nielsen 14 
Cecilia Karlsson Wes16 
Britt Söderman      17 
Kristina Jönsson    12 
Per Andersson       2
Carl Andersson-Hanss10 
Jan Gustavsson-Pette9  
Inger Winberg       9  
Oscar Carlsson      17 
Maria Bergström     1  
Marianne Lindgren   17 
Lova Sandberg       8  
Anders Lind-Ekman   7  
Wilhelm Nilsson     20 
Karl Dahl           4
Carl Aronsson       10 
Anna Eriksson       2  
Eivor Persson       11 
Iréne Viklund       8  
Samuel Wester       18 
Elsa Lindblom       16 
Frans Östlund       5  
Jessica Westman Göra3  
Benjamin Persson    19 
Edvin Nilsson       6
Carl Axelsson Stenlu15 
Anita Andersson     5  
Kristina Asplund    1  
Mikael Gustafsson   3  
Lennart Gustafsson  0  
Fredrik Persson     7  
Åke Björkman Ibrahim0  
Viola Blom          4  
Nils Palmgren       11 
Emelie Östman Sjögre5
Carl Bergqvist      17 
Anne Abrahamsson Hjo6  
Maria Karlsson      17 
Tage Lund           13 
Alice Olsson        18 
Miriam Sköld        18 
Elisabet Ekman      9  
Christina Persson   12 
Pernilla Rosén      9  
Teodor Svensson     20
Carl Edin           7  
Elis Åkerman        1  
Lina Mohamed        0  
Alma Sjöström       8  
Björn Svensson      8  
Nils Nilsson Månsson0  
Inger Fors          0  
Louise Bergman      1  
Gustav Alfredsson   18 
Ulf Olsson          13
Carl Engberg        12 
Josefin Gustavsson  15 
Bodil Schmidt       13 
Nicole Olsson-Wester13 
Hans Persson        11 
Ulrika Thor         6  
Iréne Lindström     10 
Åsa Nilsson         11 
Axel Nordström      0  
Jonas Jansson       2
Carl Hallin         11 
Gabriel Pettersson J16 
Ulla Rehn           16 
Leo Folkesson       6  
Hamza Alfredsson    16 
Olle Sundin         20 
Sandra Arvidsson Joh12 
Leo Olsson          11 
Mikael Edlund       19 
Henrik Månsson      15
Carl Hermansson     6  
Inge Israelsson-Herm8  
Dante Nyberg Karlsso14 
Helén Andersson     18 
Eva Carlsson        14 
Matilda Isaksson    11 
Anders Claesson     6  
Elsa Forsberg Sundqv8  
Stig Hellman        20 
Kaj Sundqvist       1
Carl Karlström      2  
Agneta Ahlin Björklu0  
Annika Andersson Mol9  
Marita Karlsson     14 
Alfred Nilsson Åkess4  
Nils Karlsson       5  
Olof Olsson         14 
Tuva Berg           0  
Ahmad Wilhelmsson   3  
Britt Mustafa       7
Carl Lindblad       9  
Arne Persson        15 
Mohamed Ericson-Matt17 
Christina Nilsson La12 
Daniel Johansson    15 
Simon Larsson-Eliass0  
Marie Eklund        14 
Marianne Englund    16 
Anna Fransson       15 
Sam Sundström-Lundqv18
Carl Linder         20 
Johan Jonsson       2  
Theresia Hedberg    8  
Magnus Gustafsson He18 
Annie Sandberg Ali  4  
Eva Nilsson         8  
Lennart Magnusson   9  
Bodil Nilsson       6  
Charlott Persson    17 
Britt Nordqvist-Nyma12
Carl Omar           4  
Filip Lundin        6  
Stig Persson        1  
Alexander Larsson   11 
Therese Hansson     4  
Gert Sandberg       13 
Karl Andersson      2  
Juni Andersson Karls16 
Oskar Gustafsson    6  
Maria Larsson       4
Carl Pettersson     20 
Ingeborg Björklund  8  
Moa Svensson        15 
Carl Christensen    14 
Karl Nilsson-Karlsso10 
Stefan Norberg      10 
Susann Bertilsson-Sv7  
Stefan Knutsson     7  
Elisabeth Ståhl     14 
Alva Olsson         20
Carl Skoog          8  
Erik Svensson       5  
Karl Lundqvist      12 
